min_samples,eps,umap_n_components,NMI,embedding
7,0.8723204940721927,16,0.7233603666336108,word2vec
6,0.9145923816073871,16,0.7229547084925149,word2vec
6,0.8070470193447082,8,0.7188150706671311,word2vec
7,0.8532211861898489,16,0.7233603666336108,word2vec
5,0.8875383334723351,16,0.7233603666336108,word2vec
6,0.9460761876515035,2,0.7195993007749849,word2vec
9,0.8309711305681692,16,0.7194208278857609,word2vec
5,0.748974376065721,16,0.7185551271933079,word2vec
5,0.8028629309275395,16,0.7233603666336108,word2vec
5,0.7175478475338941,16,0.7088279489220249,word2vec
5,0.7706259786772363,16,0.7185551271933079,word2vec
5,0.7874706503763184,16,0.7233603666336108,word2vec
8,0.8204566246232653,16,0.7233603666336108,word2vec
6,0.8639559062201,16,0.7233603666336108,word2vec
6,0.8778710037580213,16,0.7233603666336108,word2vec
5,0.8392869742359184,16,0.7233603666336108,word2vec
6,0.8991297397921738,16,0.7233603666336108,word2vec
5,0.9171697250422917,16,0.7229547084925149,word2vec
5,0.7960930976374312,16,0.7233603666336108,word2vec
5,0.8512893876600814,16,0.7233603666336108,word2vec
5,0.8220067407926275,16,0.7233603666336108,word2vec
5,0.8632692489343698,16,0.7233603666336108,word2vec
6,0.9403847848052773,4,0.7188150706671311,word2vec
5,0.8778966127143056,16,0.7233603666336108,word2vec
6,0.8477112713468952,16,0.7233603666336108,word2vec
5,0.8936080507859832,8,0.7188150706671311,word2vec
7,0.7787315633449517,16,0.7185551271933076,word2vec
6,0.8089505775582508,16,0.7233603666336108,word2vec
9,0.871305919804421,16,0.7194208278857609,word2vec
8,0.8324610339130992,16,0.7233603666336108,word2vec
8,0.9201058889110887,16,0.722954708492515,word2vec
8,0.8913932538582656,16,0.7233603666336108,word2vec
8,0.8557973775082899,2,0.7195993007749849,word2vec
8,0.731593188753879,16,0.7185551271933076,word2vec
8,0.9592121364375913,16,0.722954708492515,word2vec
5,0.8295411591894521,16,0.7233603666336108,word2vec
7,0.7584900933589969,16,0.7185551271933076,word2vec
6,0.8026311197002793,16,0.7233603666336108,word2vec
7,0.8739951060643408,16,0.7233603666336108,word2vec
7,0.9042682948850334,16,0.7233603666336108,word2vec
7,0.8528921880083653,16,0.7233603666336108,word2vec
7,0.8817006905478967,16,0.7233603666336108,word2vec
7,0.8406038127517903,16,0.7233603666336108,word2vec
6,0.9305684247784641,16,0.7229547084925149,word2vec
6,0.8144973527099996,16,0.7233603666336108,word2vec
5,0.8559418642199794,16,0.7233603666336108,word2vec
5,0.9056144329855046,4,0.7188150706671311,word2vec
8,0.7877125132838734,16,0.7233603666336108,word2vec
8,0.8190379120350081,16,0.7233603666336108,word2vec
8,0.8634619466529154,16,0.7233603666336108,word2vec
8,0.8425235686846879,16,0.7233603666336108,word2vec
6,0.8881553961011136,16,0.7233603666336108,word2vec
8,0.5919357445094593,16,0.6929368549220599,word2vec
8,0.7916756675053171,8,0.7188150706671311,word2vec
6,0.8256817242391712,16,0.7233603666336108,word2vec
7,0.7713115387559912,16,0.7185551271933076,word2vec
5,0.865054967349887,16,0.7233603666336108,word2vec
6,0.8104227218406063,2,0.7079566927009702,word2vec
5,0.8747172334230785,16,0.7233603666336108,word2vec
5,0.9126941371295546,16,0.7229547084925149,word2vec
5,0.838883004491523,16,0.7233603666336108,word2vec
5,0.8893031548041929,16,0.7233603666336108,word2vec
5,0.8584554087187528,16,0.7233603666336108,word2vec
5,0.7056763302426321,16,0.7088279489220249,word2vec
6,0.8320324673253615,16,0.7233603666336108,word2vec
5,0.8749542880087311,16,0.7233603666336108,word2vec
8,0.9014367211962773,16,0.7233603666336108,word2vec
6,0.8014554045124873,16,0.7233603666336108,word2vec
6,0.8262168580163005,16,0.7233603666336108,word2vec
6,0.8459405980100603,16,0.7233603666336108,word2vec
6,0.8682151193994796,16,0.7233603666336108,word2vec
7,0.746323307065636,16,0.7185551271933076,word2vec
6,0.8536671985954448,16,0.7233603666336108,word2vec
6,0.9260751790686002,16,0.7229547084925149,word2vec
5,0.8200896463340178,16,0.7233603666336108,word2vec
5,0.8877529105498824,16,0.7233603666336108,word2vec
6,0.7784091873535258,4,0.7188150706671311,word2vec
7,0.44586278272000446,16,0.6405265694550479,word2vec
6,0.9133217105147925,16,0.7229547084925149,word2vec
6,0.8444257870828927,16,0.7233603666336108,word2vec
6,0.8996552050060304,16,0.7233603666336108,word2vec
6,0.8769096109120927,16,0.7233603666336108,word2vec
8,0.9809649364610578,16,0.722954708492515,word2vec
6,0.8048862565129464,16,0.7233603666336108,word2vec
5,0.9344798284877596,8,0.7188150706671311,word2vec
9,0.8358956764651094,16,0.7194208278857609,word2vec
6,0.8657799366162214,16,0.7233603666336108,word2vec
6,0.3873344428835036,8,0.4819831113979958,tfidf
10,0.3502132149296696,4,0.4711730646300464,tfidf
8,0.692865922509693,8,0.568356583895956,tfidf
8,0.7411306804163965,2,0.6156698178325642,tfidf
10,0.7503752437866367,4,0.5717313089636915,tfidf
8,0.21724036458138568,2,0.43224902321155456,tfidf
5,0.662283820669511,4,0.5641512083635074,tfidf
8,0.8009099593145781,16,0.5768998449040251,tfidf
9,0.7400749957709106,2,0.6156698178325642,tfidf
9,0.386236671982383,16,0.46216106381004796,tfidf
6,0.8542322228393336,2,0.6319096230099767,tfidf
6,0.9929335700508615,2,0.5842458903682182,tfidf
6,0.9249003919465115,2,0.6046096571947517,tfidf
7,0.5782004029458251,2,0.583684239060909,tfidf
7,0.8748371850244021,2,0.6046096571947517,tfidf
5,0.8866859807046421,2,0.6046096571947517,tfidf
7,0.5871719697355335,2,0.583684239060909,tfidf
9,0.8303610198360848,16,0.5888917361195788,tfidf
6,0.9982915719728632,8,0.6432655860256439,tfidf
5,0.9914824878010162,8,0.6309446276401358,tfidf
6,0.9303954532978786,8,0.6227106059409044,tfidf
5,0.9638253543068647,8,0.6238555425645264,tfidf
5,0.9803564529841853,8,0.6294558044239555,tfidf
6,0.8412854552876006,8,0.5974951636835598,tfidf
5,0.9895693254186448,8,0.6294558044239555,tfidf
6,0.897824209570344,8,0.6058970705861079,tfidf
7,0.8223926996814527,8,0.5974951636835598,tfidf
5,0.9167385808170849,8,0.6238555425645264,tfidf
6,0.9924039939875718,4,0.6313782865280361,tfidf
7,0.8684741284220494,4,0.6113658596285179,tfidf
6,0.9218385188125575,4,0.6131000071361143,tfidf
6,0.9793872062781681,4,0.6313782865280361,tfidf
6,0.9295160532653322,4,0.6131000071361143,tfidf
6,0.9994979596371081,4,0.6313782865280361,tfidf
7,0.8045849583247467,4,0.5849148530799817,tfidf
6,0.8782198629631182,4,0.6131000071361143,tfidf
6,0.47607066268100573,4,0.5072184054510978,tfidf
7,0.9538073416127587,4,0.6313782865280361,tfidf
6,0.7757902555020835,16,0.5744805225390097,tfidf
8,0.7181615594433399,4,0.5658229278783781,tfidf
5,0.8513478622674269,4,0.5921768602381032,tfidf
6,0.9924535653595835,4,0.6313782865280361,tfidf
6,0.9566884061893419,4,0.6313782865280361,tfidf
7,0.9992030262689807,4,0.6313782865280361,tfidf
6,0.9523914172712967,4,0.6281128077637195,tfidf
10,0.90584052723215,2,0.6046096571947517,tfidf
6,0.7930569380545243,4,0.5812677447785703,tfidf
5,0.8636532382410312,2,0.6319096230099767,tfidf
5,0.6725260964724019,2,0.6087229040677399,tfidf
5,0.8780479164029473,2,0.6046096571947517,tfidf
8,0.7751628695792329,2,0.6297397729844264,tfidf
6,0.9518145972136507,16,0.599197474927565,tfidf
5,0.9104773148726671,2,0.6046096571947517,tfidf
7,0.8427254613681094,2,0.6319096230099767,tfidf
7,0.8424123232503394,2,0.6319096230099767,tfidf
7,0.8461540519897639,2,0.6319096230099767,tfidf
8,0.7231024758084847,2,0.6156698178325642,tfidf
7,0.8370752364396243,2,0.6319096230099767,tfidf
7,0.7592377438860434,2,0.6156698178325642,tfidf
8,0.819377213052879,2,0.6319096230099767,tfidf
7,0.8599724911849266,2,0.6319096230099767,tfidf
7,0.8454986901144905,2,0.6319096230099767,tfidf
7,0.8109689487010902,2,0.6313353576201083,tfidf
7,0.8375662847102046,2,0.6319096230099767,tfidf
7,0.8884763213089585,2,0.6046096571947517,tfidf
8,0.7921227440128813,2,0.6297397729844264,tfidf
7,0.7448590181636798,2,0.6156698178325642,tfidf
7,0.8494618135572937,2,0.6319096230099767,tfidf
9,0.8937006542252437,2,0.6046096571947517,tfidf
7,0.6892533010957789,8,0.5683565838959559,tfidf
7,0.8179611196189708,2,0.6319096230099767,tfidf
8,0.8224973700565867,2,0.6319096230099767,tfidf
8,0.8671165047150192,2,0.6319096230099767,tfidf
8,0.7695163085515613,2,0.6156698178325642,tfidf
8,0.9273708941268433,2,0.6046096571947517,tfidf
9,0.7982561387336649,16,0.5727448754636266,tfidf
7,0.8302705886108449,8,0.5974951636835598,tfidf
7,0.9027749678168475,2,0.6046096571947517,tfidf
9,0.8764050430622027,2,0.6046096571947517,tfidf
7,0.9342524216419259,2,0.6046096571947517,tfidf
8,0.8574119811050857,8,0.5974951636835598,tfidf
7,0.8512470191240016,2,0.6319096230099767,tfidf
7,0.814081848488452,2,0.6319096230099767,tfidf
7,0.7846718420017978,2,0.6297397729844264,tfidf
8,0.8682208312575237,2,0.6319096230099767,tfidf
6,0.9002972551397376,2,0.6046096571947517,tfidf
7,0.9693350619063371,2,0.6097605898709911,tfidf
5,0.7525871724941233,16,0.5683830950084133,tfidf
6,0.8352770013274202,2,0.6319096230099767,tfidf
7,0.9354650480207487,8,0.6227106059409044,tfidf
5,0.8916308706534015,2,0.6046096571947517,tfidf
7,0.8550046260777563,2,0.6319096230099767,tfidf
7,0.8373646031046743,2,0.6319096230099767,tfidf
7,0.8037028546183586,2,0.6297397729844264,tfidf
7,0.9150171069640392,2,0.6046096571947517,tfidf
8,0.7800542004624414,2,0.6297397729844264,tfidf
6,0.8706296179542722,2,0.6046096571947517,tfidf
7,0.8305484633959084,2,0.6319096230099767,tfidf
7,0.8064801751285903,8,0.5974951636835598,tfidf
8,0.7356463058721726,2,0.6156698178325642,tfidf
6,0.8793915467872555,2,0.6046096571947517,tfidf
7,0.8519615764985816,2,0.6319096230099767,tfidf
7,0.8357231324922768,2,0.6319096230099767,tfidf
7,0.8194698651963185,2,0.6319096230099767,tfidf
7,0.9437407725104249,2,0.6046096571947517,tfidf
7,0.7634095522070077,2,0.6156698178325642,tfidf
7,0.9137345872817988,16,0.599197474927565,tfidf
6,0.9711584925062248,2,0.6097605898709911,tfidf
8,0.7920040897554331,2,0.6297397729844264,tfidf
7,0.8931510292562101,8,0.6058970705861079,tfidf
5,0.8504814975482816,2,0.6319096230099767,tfidf
7,0.8669601771926461,2,0.6319096230099767,tfidf
7,0.8449704272949778,2,0.6319096230099767,tfidf
7,0.816980836341279,2,0.6319096230099767,tfidf
7,0.8609275904980359,2,0.6319096230099767,tfidf
7,0.8876789108271801,2,0.6046096571947517,tfidf
7,0.9226435356625157,2,0.6046096571947517,tfidf
6,0.7815428056923065,2,0.6297397729844264,tfidf
7,0.8388735865966815,2,0.6319096230099767,tfidf
8,0.9033079511873001,8,0.6077196516206562,tfidf
7,0.8009569930962759,2,0.6297397729844264,tfidf
7,0.8181852897609901,2,0.6319096230099767,tfidf
7,0.8319566441428282,2,0.6319096230099767,tfidf
7,0.8783182384507977,2,0.6046096571947517,tfidf
7,0.9454364416723646,2,0.6046096571947517,tfidf
7,0.7651912627889279,2,0.6156698178325642,tfidf
7,0.8519657946875184,16,0.5906236073227394,tfidf
