min_cluster_size,rho,beta,umap_n_components,NMI,embedding
167,0.2779283590366161,0.31036067343417295,16,0.7025006967802675,word2vec
148,0.48018308095563006,0.24095013509958796,16,0.696862665662842,word2vec
183,0.7795492962110385,0.27216379569845467,8,0.6680931198281386,word2vec
142,0.6341424134485621,0.22971235296178727,16,0.696862665662842,word2vec
84,1.105140071812429,0.3710287591417578,2,0.5978525642444101,word2vec
151,0.15828737154011818,0.32330281764544694,8,0.6950166623673613,word2vec
168,0.737178970889095,0.2852173865755774,16,0.7025006967802675,word2vec
181,0.34940727541151,0.24949439283901098,4,0.6936855632395279,word2vec
120,1.3321545125535292,0.21899784119176713,16,0.6293242477280857,word2vec
165,0.23200114437233432,0.3003641266995355,16,0.7025006967802675,word2vec
164,0.16515486644199912,0.3529153393795615,16,0.7025006967802675,word2vec
138,0.2862084637064907,0.29984841008451485,16,0.696862665662842,word2vec
174,0.15850246833326942,0.27203458915378614,16,0.7009889302020865,word2vec
185,0.39819921525019153,0.3264485338865732,8,0.6911546156123936,word2vec
157,0.055685572633207836,0.35977623629933253,16,0.696862665662842,word2vec
55,0.5199677455941711,0.3921268244131472,2,0.5720623839481634,word2vec
171,0.4201925318549396,0.3232029010131498,16,0.7025006967802675,word2vec
32,0.12636201757832966,0.17411714434639516,16,0.5134001583227671,word2vec
124,0.21499822063359145,0.29582806580166937,4,0.6781989868914312,word2vec
163,0.2981954981235625,0.3195287721244093,16,0.7025006967802675,word2vec
151,0.28429066083593746,0.3425408617732692,16,0.696862665662842,word2vec
190,0.10909180903976344,0.31149276403272774,16,0.7020455645167397,word2vec
155,0.2298993898581222,0.2582165714017908,16,0.696862665662842,word2vec
170,0.4014821032136553,0.28530681470264707,16,0.7025006967802675,word2vec
181,0.11059495557128368,0.234592887471941,16,0.7020455645167397,word2vec
5,0.05003816127163726,0.31238136858000415,16,0.36410369754357297,word2vec
141,0.3326369918035983,0.26009381556438305,8,0.6950166623673613,word2vec
107,0.24783904886109112,0.33969920032843465,2,0.6883589898846365,word2vec
176,0.5282080896795115,0.13451191209372282,16,0.7009889302020865,word2vec
168,0.4497172092023393,0.26981275924094245,16,0.7025006967802675,word2vec
161,0.703460936619153,0.28760357585895796,16,0.696862665662842,word2vec
189,0.6154004800759516,0.2833235523662375,16,0.7020455645167397,word2vec
167,0.31614680354160407,0.305687595887519,16,0.7025006967802675,word2vec
195,0.5573834364456869,0.22022609154073333,16,0.7020455645167397,word2vec
155,0.20193439916976305,0.2447476585461911,4,0.6781989868914312,word2vec
146,0.46971301717595837,0.2916108618240489,16,0.696862665662842,word2vec
178,0.3726247664021645,0.332362536620348,16,0.7020455645167397,word2vec
133,0.12036955022982615,0.26809811450733934,16,0.696862665662842,word2vec
170,0.7964613177092394,0.23613740199611388,16,0.7025006967802675,word2vec
162,0.2461063671912121,0.306808316972882,16,0.7025006967802675,word2vec
151,0.20567087408754162,0.2834476937027757,16,0.696862665662842,word2vec
187,0.30905090698528354,0.3001192951858996,16,0.7020455645167397,word2vec
165,0.17907097142100753,0.25121354168849547,16,0.7025006967802675,word2vec
174,0.38309855212764,0.31442616496671677,8,0.6911546156123936,word2vec
158,0.24899440854141053,0.3306405714449069,16,0.696862665662842,word2vec
178,0.14109525789885125,0.276798711442807,16,0.7020455645167397,word2vec
166,0.08494135242509587,0.29576591686481946,2,0.615143469604041,word2vec
72,0.44715884525394134,0.3569948808020259,4,0.6409709391901233,word2vec
144,0.3312325626387216,0.21088640806910836,16,0.696862665662842,word2vec
162,0.1629967379881998,0.3490410918736966,16,0.7025006967802675,word2vec
172,0.20132664183632903,0.32133763040350394,16,0.7025006967802675,word2vec
183,0.2869207901289678,0.2638849217641107,16,0.7020455645167397,word2vec
153,0.11507024778834005,0.3353954241828286,16,0.696862665662842,word2vec
81,0.17060796649586626,0.2926497678027575,16,0.688585114160878,word2vec
166,0.23976774096109957,0.30537810059462356,16,0.7025006967802675,word2vec
158,0.3527806019572536,0.34953457249119574,16,0.696862665662842,word2vec
178,0.11182428649581622,0.2798108411345275,16,0.7020455645167397,word2vec
171,0.42253045946005996,0.37127018496840836,8,0.6911546156123936,word2vec
147,0.06824730236565246,0.3173200677702804,2,0.615143469604041,word2vec
161,0.29796803177202735,0.3260630114750981,16,0.696862665662842,word2vec
171,0.3889721060182611,0.296554201142044,16,0.7025006967802675,word2vec
186,0.25559755074794516,0.25880195519217314,16,0.7020455645167397,word2vec
