min_samples,xi,umap_n_components,NMI,embedding
123,0.07610587708601452,16,0.27328590500359784,word2vec
166,0.20719640748441084,4,0.2664746068563245,word2vec
140,0.15791961162372262,8,0.26952857185632384,word2vec
145,0.10499354696005925,16,0.26841407657054817,word2vec
114,0.03278050303905736,16,0.27328590500359784,word2vec
92,0.06255650298530671,16,0.27631284252468286,word2vec
133,0.01400209820659666,16,0.46170715415452074,word2vec
136,0.01083040397246579,16,0.4462863238576676,word2vec
124,0.05052966291942164,16,0.27328590500359784,word2vec
159,0.08533262447092385,16,0.26744644122859057,word2vec
153,0.032856301244101924,16,0.4642794789211793,word2vec
133,0.11609708312801759,2,0.26485886542576775,word2vec
143,0.013287377884140975,16,0.5048645914309107,word2vec
145,0.06076483439398237,4,0.2698703770486468,word2vec
185,0.09434218132932741,16,0.2664810034524593,word2vec
176,0.03488361815589415,8,0.27022502971089407,word2vec
169,0.13139369802088618,16,0.26744644122859057,word2vec
