min_samples,xi,tsne_n_components,NMI,embedding
158,0.02504419862803054,2,0.6105196568932997,tfidf
144,0.02717176847007375,2,0.378796206587128,tfidf
159,0.059681010684879035,2,0.0,tfidf
147,0.010085459334897368,2,0.5858736915788297,tfidf
160,0.026859463038402663,2,0.38563881967685143,tfidf
148,0.2939890706902748,2,0.0,tfidf
186,0.07863098752129513,4,0.0,tfidf
143,0.04201829120360561,2,0.0,tfidf
168,0.22299887377139396,2,0.0,tfidf
156,0.011745544227263732,2,0.6800438747676647,tfidf
157,0.025897131090031944,2,0.6145307005416192,tfidf
157,0.010467967959517733,2,0.6285937061732795,tfidf
156,0.17100712804657262,2,0.0,tfidf
149,0.033277241007195,2,0.39553703712569854,tfidf
164,0.04949574170014114,2,0.0,tfidf
161,0.02648556363335575,2,0.38563881967685143,tfidf
152,0.01119644129433136,2,0.6324439714399493,tfidf
151,0.42866188304609243,8,0.0,tfidf
156,0.06261088837753515,2,0.0,tfidf
170,0.03837813569057929,2,0.0,tfidf
152,0.0107784676164204,2,0.6324439714399493,tfidf
152,0.021744388483584343,2,0.5328450289269973,tfidf
146,0.010972679379695132,2,0.5467527453999402,tfidf
141,0.010847587281140767,2,0.659817463749653,tfidf
142,0.04795501340606665,2,0.0,tfidf
145,0.03004025217946589,2,0.378796206587128,tfidf
162,0.010655474731629085,2,0.6058359015134689,tfidf
133,0.268726361576258,2,0.0,tfidf
162,0.34095755537232436,2,0.0,tfidf
185,0.8259127709849985,4,0.0,fasttext
185,0.02509388750192581,2,0.7195887379120612,fasttext
187,0.3222923599768126,4,0.0,fasttext
125,0.9050066003408771,2,0.0,fasttext
22,0.5697870662885626,8,0.0,fasttext
94,0.6147129488585884,2,0.0,fasttext
77,0.5237973235589798,16,0.0,fasttext
192,0.2842664883278744,16,0.0,fasttext
160,0.07959681108555602,8,0.0,fasttext
104,0.6782552256619925,8,0.0,fasttext
45,0.013025983680323495,2,0.4654199981569073,fasttext
36,0.022854138541579052,2,0.3299247904177229,fasttext
56,0.13714924382215113,2,0.42670211513533335,fasttext
137,0.14092696451117165,2,0.42971817469107176,fasttext
49,0.023208480237023044,2,0.43150765895591153,fasttext
69,0.22830884661004425,2,0.0,fasttext
9,0.39890477683678865,2,0.02713803681798585,fasttext
150,0.1960810794040053,16,0.0,fasttext
101,0.02068080841011096,4,0.0,fasttext
170,0.40456672219386225,2,0.0,fasttext
122,0.11044960966152607,2,0.425112621293177,fasttext
44,0.039913619630137925,2,0.5665162884197991,fasttext
36,0.1938646838023826,2,0.42670211513533335,fasttext
78,0.0828341733824306,2,0.4500599956508812,fasttext
5,0.15388316375134606,2,0.24555604725228192,fasttext
52,0.015803781306522928,2,0.38662487287816394,fasttext
35,0.2609167263650132,4,0.0,fasttext
66,0.09201371485011275,8,0.0,fasttext
116,0.20290509248519736,16,0.0,fasttext
88,0.08006749412218846,4,0.0,fasttext
43,0.32116895780744414,2,0.0,fasttext
76,0.06726311170366153,2,0.6120590824583386,fasttext
25,0.14510661607644984,2,0.4693293168063416,fasttext
19,0.15045792813368802,2,0.4693293168063416,fasttext
25,0.07539397190263177,2,0.3763579020035836,fasttext
61,0.1883653369220406,2,0.42670211513533335,fasttext
180,0.12367910077755656,2,0.6075537154131861,fasttext
178,0.23170952119395719,4,0.0,fasttext
183,0.2880830640831962,8,0.0,fasttext
146,0.07223748844115233,16,0.0,fasttext
195,0.05578866755469557,2,0.7162213127021473,fasttext
194,0.05399954529683687,2,0.7162213127021473,fasttext
189,0.11417568132171974,2,0.6035508940219597,fasttext
195,0.051458879904129076,2,0.7162213127021473,fasttext
162,0.05290249275231468,2,0.7173504119934025,fasttext
167,0.03964710023068659,8,0.0,fasttext
195,0.05404445213947218,2,0.7162213127021473,fasttext
160,0.1085703328679388,2,0.6065439737230367,fasttext
170,0.014078465760842922,16,0.0,fasttext
194,0.05721006877526272,2,0.7162213127021473,fasttext
176,0.17491117664871414,2,0.0,fasttext
194,0.05254783032335118,2,0.7162213127021473,fasttext
186,0.10656965574619745,2,0.6047932938930958,fasttext
195,0.04739983334471065,2,0.7162213127021473,fasttext
160,0.15561932434639872,2,0.4261816699211378,fasttext
187,0.1090961761745545,2,0.6047932938930958,fasttext
173,0.04272006681273052,2,0.7179375104224229,fasttext
147,0.017471176026165824,2,0.7797546586376707,fasttext
139,0.1299648507540975,4,0.0,fasttext
153,0.011179664141263125,8,0.0,fasttext
165,0.0946800996698356,2,0.6035508940219597,fasttext
174,0.04733071539930892,2,0.7179375104224229,fasttext
174,0.014744128120115383,2,0.7346686637697731,fasttext
173,0.012231658853919872,2,0.7792259515422318,fasttext
174,0.016332281948571968,2,0.7337701627546102,fasttext
173,0.011113152230357913,2,0.7792259515422318,fasttext
153,0.012955432912364444,16,0.0,fasttext
138,0.09180259489733184,2,0.6083794282288825,fasttext
172,0.026507495401157107,2,0.7356562072305841,fasttext
130,0.025629775755284988,2,0.7253127577989431,fasttext
127,0.01168680500187413,2,0.7318960379960493,fasttext
126,0.010658262233629492,2,0.6983240147117757,fasttext
108,0.08288651484728776,2,0.6034468612586676,fasttext
128,0.022926606887860926,2,0.7847657663148898,fasttext
144,0.07832192435750965,2,0.7218608736550406,fasttext
132,0.03705439205141218,2,0.7234556940987029,fasttext
115,0.134381256913713,4,0.0,fasttext
153,0.029470633157986467,2,0.7208677456355266,fasttext
180,0.07813661071796199,2,0.6075537154131861,fasttext
158,0.10220223188588833,8,0.0,fasttext
95,0.03179400468147975,2,0.7148688130504344,fasttext
133,0.030598391801915543,2,0.7234556940987029,fasttext
120,0.010504275986530542,2,0.5623907166268187,fasttext
144,0.07694757764754584,2,0.7218608736550406,fasttext
108,0.02943047090990521,2,0.7242417845533575,fasttext
128,0.06725401326255102,2,0.7256488330095184,fasttext
165,0.07040431664700883,16,0.0,fasttext
149,0.0602882061626525,2,0.7192525884860939,fasttext
169,0.12062095052245678,2,0.4261816699211378,fasttext
125,0.09603524466831168,2,0.6054472288591842,fasttext
156,0.06894846375637201,4,0.0,fasttext
129,0.03230432498652036,2,0.7235359568621084,fasttext
116,0.011447748184356382,2,0.6727769874784252,fasttext
141,0.029998532267652502,2,0.7223168766422887,fasttext
183,0.061821566712707055,2,0.6035508940219597,fasttext
173,0.04057930495769702,2,0.7179375104224229,fasttext
134,0.010054667214539119,2,0.6869720663020464,fasttext
120,0.09067237271727949,2,0.6054472288591842,fasttext
163,0.12385716234581472,2,0.6035508940219597,fasttext
112,0.0625316261019504,8,0.0,fasttext
148,0.04071269561392465,2,0.7208677456355266,fasttext
105,0.029404416039233352,2,0.7196607562561252,fasttext
99,0.0329349468987292,2,0.71309621380028,fasttext
89,0.05882494192591185,2,0.7129538032636944,fasttext
127,0.026863601800415804,2,0.7244205039463008,fasttext
129,0.09235055669183789,2,0.6044440528359449,fasttext
179,0.043577623155029555,2,0.71878212121367,fasttext
168,0.02395224370378639,2,0.7384925819457709,fasttext
171,0.06773880753640202,2,0.7202344952673724,fasttext
168,0.10447487289049456,16,0.0,fasttext
176,0.02009958320581194,2,0.7328663119780241,fasttext
182,0.021960215361479324,2,0.7378564662861269,fasttext
190,0.04571450265638688,2,0.7165512222888095,fasttext
183,0.011731562687534341,2,0.7803578089948758,fasttext
183,0.011864692188533935,2,0.7803578089948758,fasttext
184,0.0491243373260206,2,0.6035508940219597,fasttext
177,0.08109210192410048,2,0.6043775288143848,fasttext
183,0.024792781760710522,4,0.0,fasttext
175,0.014363823230831642,2,0.733752413882044,fasttext
187,0.011454043689350435,2,0.7788850127905659,fasttext
189,0.04750083746532839,2,0.7196334366713734,fasttext
181,0.012430257344581225,2,0.780268765581115,fasttext
186,0.01042718168694184,2,0.7809829929857585,fasttext
181,0.048704042467226476,2,0.7204916059033416,fasttext
189,0.0654659670708495,2,0.6035508940219597,fasttext
186,0.010204695194950375,2,0.7809829929857585,fasttext
188,0.03574986229743349,8,0.0,fasttext
186,0.0806835163586224,2,0.6047932938930958,fasttext
181,0.05569717751984623,2,0.6045426707522481,fasttext
167,0.010948378357059505,2,0.6820388112014678,fasttext
192,0.10250770388594103,16,0.0,fasttext
178,0.028385508885623974,2,0.7201260129784648,fasttext
172,0.04376680935181154,2,0.7213567848644387,fasttext
185,0.028752532602450163,2,0.7187300769135991,fasttext
162,0.011587218147937551,2,0.7791653312197995,fasttext
162,0.011055878967261856,2,0.7791653312197995,fasttext
161,0.055865246431218166,2,0.6034468612586676,fasttext
155,0.07915293427258317,2,0.6065439737230367,fasttext
167,0.01575143791195529,2,0.738783680929042,fasttext
167,0.011287191489229194,2,0.6819691453294899,fasttext
164,0.39276946684965236,2,0.0,fasttext
178,0.010183516818589372,2,0.7799851227534585,fasttext
159,0.010811171595093321,2,0.6778606310792074,fasttext
178,0.0438023067261328,2,0.7201260129784648,fasttext
170,0.03954687938679999,2,0.7190878445822736,fasttext
186,0.06723664417841334,2,0.6047932938930958,fasttext
191,0.03023685995388318,4,0.0,fasttext
163,0.05143116516961338,2,0.7164922866227859,fasttext
175,0.17029713313284545,2,0.0,fasttext
180,0.010325624324911381,2,0.7837053756647995,fasttext
179,0.0102477102826076,2,0.7795480813041554,fasttext
181,0.011300576652061405,2,0.780268765581115,fasttext
180,0.01111532915783879,2,0.7837053756647995,fasttext
180,0.03640571994789438,2,0.7231088329426515,fasttext
183,0.06131173512214105,2,0.6035508940219597,fasttext
178,0.0369252320454246,2,0.7201260129784648,fasttext
174,0.08540188153328551,8,0.0,fasttext
183,0.031014303176538912,2,0.7196334366713734,fasttext
191,0.06001383351400333,2,0.6015845789865517,fasttext
178,0.010965996487887767,2,0.7799851227534585,fasttext
179,0.25231957664257154,2,0.0,fasttext
172,0.03080194074104717,2,0.720238387508122,fasttext
176,0.012751110411596581,2,0.778221542484512,fasttext
185,0.010230810837232311,2,0.7795499845081294,fasttext
186,0.010148591068211275,2,0.7809829929857585,fasttext
188,0.04507469928978026,2,0.7197271311356467,fasttext
185,0.046909483055721575,16,0.0,fasttext
195,0.027860634120656556,2,0.7186188166186837,fasttext
182,0.07003920402442668,2,0.6035508940219597,fasttext
191,0.5822091990661267,2,0.0,fasttext
186,0.031448133477905094,2,0.719571040778712,fasttext
179,0.021714188404523174,2,0.720346408957357,fasttext
181,0.010938260465654822,2,0.780268765581115,fasttext
181,0.010896082437497635,2,0.780268765581115,fasttext
181,0.04894262480784784,2,0.7204916059033416,fasttext
185,0.6824058501325946,2,0.0,fasttext
188,0.01008440881119888,2,0.7811365562841325,fasttext
191,0.010290534965674529,2,0.780140012514514,fasttext
190,0.04003859256456278,2,0.7179375104224229,fasttext
193,0.05188120045642897,4,0.0,fasttext
189,0.3004584093135488,2,0.0,fasttext
183,0.011497497107905149,2,0.7803578089948758,fasttext
185,0.031915184226126415,2,0.7187300769135991,fasttext
183,0.010205236482816136,2,0.7803578089948758,fasttext
181,0.028529411518224967,2,0.7204916059033416,fasttext
188,0.06576266548439723,2,0.6047932938930958,fasttext
191,0.01037006289305598,2,0.780140012514514,fasttext
195,0.03167331140402031,2,0.7186188166186837,fasttext
191,0.010154689903289025,2,0.780140012514514,fasttext
192,0.04932068339885137,2,0.7162213127021473,fasttext
188,0.02835582555451723,2,0.7197271311356467,fasttext
183,0.025079170925725758,2,0.7196334366713734,fasttext
177,0.011916698072845826,2,0.780850577943044,fasttext
191,0.2220213127410085,2,0.0,fasttext
187,0.011893531429851804,2,0.7349747076820848,fasttext
73,0.04248765921669966,8,0.0,fasttext
182,0.010756420982478306,2,0.7794488457893689,fasttext
176,0.19341022437420496,2,0.0,fasttext
184,0.06069560331669317,2,0.6035508940219597,fasttext
191,0.039896979421051734,2,0.71878212121367,fasttext
