min_samples,eps,tsne_n_components,NMI,embedding
7,0.23745242858403431,8,0.0,tfidf
7,0.697064872820838,8,0.0,tfidf
7,0.7395064496396194,8,0.0,tfidf
8,0.8743138136804831,8,0.0,tfidf
6,0.9494409426958929,16,0.0,tfidf
9,0.32748927240858344,2,0.0,tfidf
5,0.6799542553673863,16,0.0,tfidf
10,0.2781064513111218,4,0.0,tfidf
7,0.17022661682262086,8,0.0,tfidf
5,0.4291824268939412,2,0.0,tfidf
5,0.3457862083155335,2,0.0,tfidf
5,0.9746697190556026,2,0.03859701837528542,tfidf
5,0.9722220425438906,2,0.03859701837528542,tfidf
5,0.9758476344672711,2,0.03859701837528542,tfidf
5,0.9676871941076384,2,0.03644698767884297,tfidf
5,0.9784303641590062,2,0.03859701837528542,tfidf
5,0.9841119919399128,2,0.045493049618363625,tfidf
5,0.9888732363994412,2,0.0461864295831108,tfidf
5,0.9819842325227699,2,0.045493049618363625,tfidf
5,0.9848130249016004,2,0.0461864295831108,tfidf
5,0.9799857867916728,2,0.03859701837528542,tfidf
5,0.9872116620602287,2,0.0461864295831108,tfidf
5,0.9826930701435552,2,0.045493049618363625,tfidf
5,0.9787874925836719,2,0.03859701837528542,tfidf
5,0.9909992341013465,2,0.0461864295831108,tfidf
5,0.9850277743776984,2,0.0461864295831108,tfidf
5,0.9828746786120152,2,0.045493049618363625,tfidf
5,0.9797405910955647,2,0.03859701837528542,tfidf
5,0.48354681265556865,4,0.0,fasttext
8,0.19059959086585154,2,0.0,fasttext
5,0.7420724628900802,16,0.0,fasttext
5,0.6109413627124214,2,0.02674747961987,fasttext
10,0.10267248341633449,2,0.0,fasttext
10,0.3005252501475125,8,0.0,fasttext
5,0.9878533793479157,2,0.20665012845295913,fasttext
8,0.992031032097235,8,0.0,fasttext
9,0.7234130954341536,2,0.0,fasttext
10,0.44638670258382285,4,0.0,fasttext
6,0.9662591758872384,16,0.0,fasttext
6,0.7060693734851298,2,0.025955705314984315,fasttext
6,0.8499696521649287,2,0.07710737052522885,fasttext
6,0.8811871683895182,2,0.08869022595660239,fasttext
7,0.8882023261101036,2,0.032549296628176655,fasttext
7,0.8552270302555827,2,0.030329016813718346,fasttext
6,0.9870632685543875,4,0.0,fasttext
5,0.8152921328028935,8,0.0,fasttext
7,0.9070333324834358,16,0.0,fasttext
6,0.7932216981608121,2,0.060804190425604795,fasttext
5,0.6410818807242129,2,0.030417745348975154,fasttext
6,0.8829329097762244,2,0.08869022595660239,fasttext
6,0.8974299206457478,2,0.09913933495097188,fasttext
7,0.9394113804524384,2,0.06747473948278436,fasttext
5,0.8049050544296829,2,0.11545893248496504,fasttext
5,0.7787127688058219,2,0.10165741817776776,fasttext
5,0.7836656914641145,8,0.0,fasttext
5,0.7826122853455706,4,0.0,fasttext
5,0.9968868147415709,16,0.0,fasttext
5,0.6489607777917272,4,0.0,fasttext
9,0.565616086778678,2,0.0,fasttext
5,0.9289574662536155,2,0.16634700920534123,fasttext
5,0.9448065087758722,2,0.177626544288758,fasttext
5,0.9346991335234367,2,0.1686206638105634,fasttext
5,0.922240546521006,2,0.15731382403945474,fasttext
5,0.9472523662250644,2,0.179884276526586,fasttext
6,0.9504827611128284,2,0.11352344504118679,fasttext
5,0.9979327716679709,16,0.0,fasttext
8,0.9452562497842124,8,0.0,fasttext
5,0.8343591170517874,2,0.12264404443955843,fasttext
6,0.8490767916343146,2,0.07710737052522885,fasttext
5,0.9292629638057005,2,0.16634700920534123,fasttext
5,0.942301156988182,2,0.1748050240681376,fasttext
5,0.9633272657669533,2,0.19443252874709696,fasttext
9,0.968813395556479,2,0.010747527558685606,fasttext
6,0.8721411914641793,2,0.08418124051914584,fasttext
5,0.9679678341465209,2,0.19659607053923914,fasttext
6,0.9770261052184825,4,0.0,fasttext
5,0.8810100872712232,8,0.0,fasttext
6,0.7475000771827164,2,0.04424348605504373,fasttext
5,0.8368287184706842,16,0.0,fasttext
5,0.9572363518017147,2,0.18753744787432086,fasttext
5,0.9955012807423413,2,0.2100347907795562,fasttext
5,0.9764240105179977,2,0.20016792534282504,fasttext
6,0.9915486351750203,2,0.13600609178941558,fasttext
5,0.8829033932131085,2,0.14618961614645418,fasttext
7,0.8964428868053951,2,0.04253160510719854,fasttext
5,0.9996611595787196,2,0.21168907413292007,fasttext
6,0.9051889864036525,2,0.10244478064335057,fasttext
5,0.9706365058178587,4,0.0,fasttext
8,0.9926104788485731,2,0.04440967609532743,fasttext
5,0.9700786770394227,2,0.19694236673329557,fasttext
5,0.9973712404129697,2,0.21138837551924788,fasttext
5,0.9136429319168841,2,0.15731382403945474,fasttext
5,0.9978750152532745,2,0.21138837551924788,fasttext
5,0.9935312729567903,8,0.0,fasttext
10,0.9177130763952662,2,0.0,fasttext
6,0.8643954418491853,16,0.0,fasttext
5,0.9092724939437056,2,0.15471046847344563,fasttext
5,0.9730629480414497,2,0.19727475108245812,fasttext
6,0.9996387348389683,2,0.13695511010367267,fasttext
5,0.9775621273009485,2,0.20016792534282504,fasttext
5,0.9624616315508858,2,0.19408778226549225,fasttext
5,0.9241018941594372,2,0.16042920165020122,fasttext
5,0.9459803743271747,2,0.17949188292202045,fasttext
5,0.9785648061794773,2,0.20016792534282504,fasttext
5,0.9987951465704541,2,0.21138837551924788,fasttext
5,0.8966104029142599,4,0.0,fasttext
5,0.9957534076796383,2,0.2100347907795562,fasttext
5,0.996706333674956,2,0.210363971302823,fasttext
6,0.9986052590628427,8,0.0,fasttext
5,0.9366717169744778,2,0.1690148139752256,fasttext
5,0.9580426145559849,2,0.18789907855201227,fasttext
5,0.999034037273071,2,0.21138837551924788,fasttext
5,0.92732896862929,2,0.1635501068870165,fasttext
5,0.9992617467850379,2,0.21138837551924788,fasttext
5,0.9989044352757285,2,0.21138837551924788,fasttext
5,0.9477347741487611,16,0.0,fasttext
7,0.9141153620536641,2,0.050139826535263464,fasttext
5,0.8678275683920099,2,0.13899747165055895,fasttext
6,0.9547240126901674,2,0.11473447220075994,fasttext
5,0.9836846014120352,2,0.2042674856959477,fasttext
5,0.9976889095343368,2,0.21138837551924788,fasttext
5,0.9987060389436688,2,0.21138837551924788,fasttext
5,0.9391517981149848,2,0.16973612943971353,fasttext
5,0.9544518870852527,2,0.1857975519198718,fasttext
5,0.9778021110024371,2,0.20016792534282504,fasttext
5,0.9992167558820355,2,0.21138837551924788,fasttext
5,0.8964236244695071,4,0.0,fasttext
9,0.9319997735197173,2,0.00746873510413369,fasttext
5,0.9641791828766,2,0.19591507391386648,fasttext
5,0.9982786368669051,2,0.21138837551924788,fasttext
5,0.9787813175541448,2,0.20016792534282504,fasttext
5,0.956116375126128,2,0.18753744787432086,fasttext
5,0.9263413662783282,2,0.16314223842966222,fasttext
5,0.9995713061236063,2,0.21168907413292007,fasttext
5,0.9754416220456474,8,0.0,fasttext
5,0.9590656286693553,2,0.1882835452558408,fasttext
5,0.9098040791336088,2,0.15471046847344563,fasttext
6,0.941800249591776,16,0.0,fasttext
5,0.9799524455831451,2,0.201038763259937,fasttext
5,0.9983480189214784,2,0.21138837551924788,fasttext
5,0.9825892658838795,2,0.2025269268868372,fasttext
5,0.9976294850978025,2,0.21138837551924788,fasttext
5,0.9663121305494307,2,0.1962590723178116,fasttext
5,0.9996681786749753,2,0.21168907413292007,fasttext
5,0.939823233572834,2,0.16973612943971353,fasttext
5,0.9610608445806756,2,0.18982579571158759,fasttext
5,0.8830594192783158,2,0.14618961614645418,fasttext
6,0.9231331955660679,2,0.10417224618474462,fasttext
5,0.978028642343423,4,0.0,fasttext
5,0.9956311373302316,2,0.2100347907795562,fasttext
5,0.9994746699400535,2,0.21168907413292007,fasttext
5,0.9527138241932521,2,0.1824054611676426,fasttext
8,0.9794024531795803,2,0.04440967609532743,fasttext
5,0.9646463585991991,2,0.19591507391386648,fasttext
5,0.940332695427979,2,0.16973612943971353,fasttext
5,0.9993426968775452,2,0.21138837551924788,fasttext
5,0.980049489523561,8,0.0,fasttext
5,0.9054129962459019,2,0.1525826971761148,fasttext
5,0.9583351728330997,2,0.18789907855201227,fasttext
5,0.9852103203890095,2,0.20447326763552345,fasttext
5,0.9837541405971382,2,0.2042674856959477,fasttext
5,0.999796419754456,2,0.21168907413292007,fasttext
5,0.96529025676571,2,0.19591507391386648,fasttext
5,0.9995924138799404,16,0.0,fasttext
5,0.9411169827372721,2,0.1748050240681376,fasttext
5,0.923209811735609,2,0.15880115744553824,fasttext
5,0.9997169657434407,2,0.21168907413292007,fasttext
5,0.9673166535863874,2,0.19659607053923914,fasttext
5,0.9495516604783812,2,0.18159811383823976,fasttext
5,0.999577702395866,2,0.21168907413292007,fasttext
5,0.9799861958999713,2,0.201038763259937,fasttext
5,0.9782847795812717,2,0.20016792534282504,fasttext
5,0.6903320052166713,2,0.06236060711516434,fasttext
5,0.9994537195974743,2,0.21168907413292007,fasttext
5,0.9631976265995092,2,0.19443252874709696,fasttext
5,0.9455044393235279,2,0.17949188292202045,fasttext
5,0.44621199967950576,2,0.0041673316926368765,fasttext
5,0.8145164090965715,2,0.11980471060195617,fasttext
10,0.9823665538573753,4,0.0,fasttext
5,0.9992024564401022,2,0.21138837551924788,fasttext
5,0.9683666821998451,2,0.19659607053923914,fasttext
5,0.981364815779203,2,0.2025269268868372,fasttext
5,0.9989304073975785,2,0.21138837551924788,fasttext
5,0.9494222429400284,2,0.18159811383823976,fasttext
5,0.9330718806990437,2,0.16822855488400357,fasttext
5,0.998753330712775,2,0.21138837551924788,fasttext
5,0.9667427818261821,8,0.0,fasttext
5,0.9808411299312164,2,0.201038763259937,fasttext
5,0.8435259445634378,2,0.12409107271961022,fasttext
5,0.9856511751071446,2,0.20447326763552345,fasttext
5,0.99986358786327,2,0.21168907413292007,fasttext
5,0.999044885486231,2,0.21138837551924788,fasttext
5,0.9595172204707872,2,0.1882835452558408,fasttext
5,0.9705183036538391,2,0.19727475108245812,fasttext
5,0.9993814390700528,16,0.0,fasttext
5,0.9510285448969839,2,0.18196714163055686,fasttext
7,0.7693290238347701,2,0.005821117005222323,fasttext
5,0.976095899560932,2,0.20016792534282504,fasttext
5,0.9248898917048521,2,0.1623299912603631,fasttext
5,0.9845947746808114,2,0.20447326763552345,fasttext
5,0.997565582815142,2,0.21138837551924788,fasttext
5,0.9992365706622662,2,0.21138837551924788,fasttext
5,0.9674561295179658,2,0.19659607053923914,fasttext
5,0.9813608987486229,2,0.2025269268868372,fasttext
5,0.9543653817072226,2,0.1857975519198718,fasttext
5,0.9805956156053494,2,0.201038763259937,fasttext
5,0.935391719879257,2,0.1686206638105634,fasttext
5,0.9998286094757644,2,0.21168907413292007,fasttext
5,0.9600290640781726,2,0.1882835452558408,fasttext
5,0.9825725700170599,2,0.2025269268868372,fasttext
5,0.9868197014431879,2,0.20628801487686196,fasttext
5,0.9998289155663828,2,0.21168907413292007,fasttext
5,0.970516699201041,2,0.19727475108245812,fasttext
5,0.9979248364166663,2,0.21138837551924788,fasttext
5,0.9998692304604748,2,0.21168907413292007,fasttext
5,0.8213482917053352,2,0.1202867263339644,fasttext
5,0.953464347754708,4,0.0,fasttext
5,0.9694681415681409,2,0.19694236673329557,fasttext
5,0.981908574597898,8,0.0,fasttext
5,0.9979786362725023,2,0.21138837551924788,fasttext
5,0.998866418821739,2,0.21138837551924788,fasttext
5,0.7978088156895812,2,0.10726328865521127,fasttext
5,0.9692040165426072,2,0.19694236673329557,fasttext
5,0.9995828286095046,2,0.21168907413292007,fasttext
5,0.9793075161063275,2,0.20072337273967628,fasttext
5,0.9524782481006755,2,0.1824054611676426,fasttext
5,0.9797433175681254,2,0.201038763259937,fasttext
5,0.9999749769268599,16,0.0,fasttext
