min_cluster_size,rho,beta,tsne_n_components,NMI,embedding
195,1.962453882561615,0.10857689186800966,2,0.8244225642161269,fasttext
57,1.8500035616240011,0.25089775294684563,8,0.42991913813362753,fasttext
124,1.9145472738304936,0.11963797936366172,2,0.7147748939411874,fasttext
187,1.4734535817770897,0.13234452195583965,2,0.7436883435756254,fasttext
182,1.8230058658590507,0.18842316772553735,2,0.8032137066543396,fasttext
192,1.1088305578213364,0.1398195038149932,2,0.5954456591939327,fasttext
195,1.8943517571524915,0.10044163073213251,2,0.8305347751430744,fasttext
195,1.8975155403522366,0.10794380441777518,2,0.8279512387408302,fasttext
190,1.8875601392287584,0.10609795856856122,2,0.8306171449163713,fasttext
191,1.8881976994588476,0.10051501359855747,2,0.8281913209405047,fasttext
190,1.851981809029025,0.10395338312533577,2,0.8012140475261842,fasttext
187,1.9999200633009078,0.11471168230811954,2,0.8222251025437947,fasttext
