n_clusters,epsilon,tsne_n_components,NMI,embedding
4,0.7913727739716989,16,0.0,fasttext
4,0.5744758890718369,16,0.0,fasttext
4,0.4902908591647735,16,0.0,fasttext
4,0.6331941706158526,8,0.0,fasttext
4,0.696245145432034,16,0.0,fasttext
4,0.5440761883032326,2,0.0,fasttext
4,0.6294338210462234,4,0.0,fasttext
4,0.7630865360491336,16,0.0,fasttext
4,0.7080708258413204,4,0.0,fasttext
4,0.3009301524457907,4,0.0,fasttext
4,0.44333263915517784,4,0.0,fasttext
4,0.39416332930737363,4,0.0,fasttext
4,0.5063322946693479,4,0.0,fasttext
4,0.8383499292448351,4,0.0,fasttext
4,0.959492540970334,8,0.0,fasttext
4,0.24089601964908294,2,0.0,fasttext
4,0.4612524241975973,16,0.0,fasttext
4,0.40778133294194197,4,0.0,fasttext
4,0.36143703217551104,4,0.0,fasttext
4,0.48689642005824413,16,0.0,fasttext
4,0.44188725964217407,16,0.0,fasttext
4,0.3115440684177704,16,0.0,fasttext
4,0.4149390567268223,16,0.0,fasttext
4,0.5219294537485115,4,0.0,fasttext
4,0.3695265925842142,16,0.0,fasttext
4,0.32809812447043607,4,0.0,fasttext
4,0.27749912906913754,8,0.0,fasttext
4,0.5966849523168302,4,0.0,fasttext
4,0.8797862455020061,16,0.0,fasttext
4,0.011371890920447686,4,0.0,fasttext
4,0.3789520186003252,4,0.0,fasttext
4,0.4684805398719549,4,0.0,fasttext
4,0.9424042367509647,2,0.0,fasttext
4,0.42450836591444513,4,0.0,fasttext
4,0.6734626488134821,16,0.0,fasttext
4,0.1689602232013899,4,0.0,fasttext
4,0.5313720459467645,4,0.0,fasttext
4,0.3511819045830232,16,0.0,fasttext
4,0.3984857843040972,4,0.0,fasttext
4,0.38678420889951726,8,0.0,fasttext
4,0.33301358178186874,8,0.0,fasttext
4,0.4331132987490456,8,0.0,fasttext
4,0.46115144578293793,8,0.0,fasttext
4,0.9231796692106958,8,0.0,fasttext
4,0.5014440418413846,16,0.0,fasttext
4,0.3713029616545819,2,0.0,fasttext
4,0.9861799495195948,4,0.0,fasttext
4,0.9722164953749631,4,0.0,fasttext
4,0.7912963945840015,16,0.0,fasttext
4,0.9175909154866957,8,0.0,fasttext
4,0.8744145075317319,8,0.0,fasttext
4,0.8910180201562968,8,0.0,fasttext
4,0.8539872240753725,8,0.0,fasttext
4,0.943810528986695,4,0.0,fasttext
4,0.4111147617608777,16,0.0,fasttext
4,0.9662016833218676,4,0.0,fasttext
4,0.9050588391457817,8,0.0,fasttext
4,0.9989658444512621,16,0.0,fasttext
4,0.8197283426469513,4,0.0,fasttext
4,0.7477195826690991,2,0.0,fasttext
4,0.4877119656074802,2,0.0,fasttext
4,0.5665219742491034,2,0.0,fasttext
4,0.4467640935405871,2,0.0,fasttext
4,0.3530842107849079,4,0.0,fasttext
4,0.38460941341588367,2,0.0,fasttext
4,0.9458883342018567,16,0.0,fasttext
4,0.42419433078303953,4,0.0,fasttext
4,0.33028431787220114,16,0.0,fasttext
4,0.2776389263087286,4,0.0,fasttext
4,0.6125349909182484,16,0.0,fasttext
4,0.5323716911069197,16,0.0,fasttext
4,0.6443586400409432,16,0.0,fasttext
4,0.6598292366423619,16,0.0,fasttext
4,0.55934385242474,4,0.0,fasttext
4,0.6911507539137305,8,0.0,fasttext
4,0.5897436027851474,16,0.0,fasttext
4,0.39867012926657275,4,0.0,fasttext
4,0.4747472126568191,2,0.0,fasttext
4,0.5020353678586439,16,0.0,fasttext
4,0.7715745319086711,2,0.0,fasttext
4,0.7324020855186631,2,0.0,fasttext
4,0.7213559273770924,2,0.0,fasttext
4,0.8484962558871411,4,0.0,fasttext
4,0.6797518611488749,8,0.0,fasttext
4,0.7099981953127545,2,0.0,fasttext
4,0.8334658880113601,4,0.0,fasttext
4,0.8699358735130425,16,0.0,fasttext
4,0.7705879396233607,8,0.0,fasttext
4,0.31273541307355246,4,0.0,fasttext
4,0.5791059526332504,16,0.0,fasttext
4,0.6273038319526829,16,0.0,fasttext
4,0.5493717708899511,16,0.0,fasttext
4,0.6165500795168947,16,0.0,fasttext
4,0.6689018766341912,16,0.0,fasttext
4,0.8080831439696747,4,0.0,fasttext
4,0.9085104326449435,2,0.0,fasttext
4,0.04455850270274241,8,0.0,fasttext
4,0.5154708628424525,4,0.0,fasttext
4,0.44984354131308635,16,0.0,fasttext
4,0.36187528674837094,4,0.0,fasttext
4,0.8900057347355088,4,0.0,fasttext
4,0.2414647813841191,4,0.0,fasttext
4,0.7512387564476887,4,0.0,fasttext
4,0.930785224269894,4,0.0,fasttext
4,0.41203714066008573,16,0.0,fasttext
4,0.7824425822102895,8,0.0,fasttext
4,0.8037991077200047,4,0.0,fasttext
4,0.8589617141479474,2,0.0,fasttext
4,0.6945756173923545,16,0.0,fasttext
4,0.3836485793663247,16,0.0,fasttext
4,0.5395158278283874,16,0.0,fasttext
4,0.5680416031646046,16,0.0,fasttext
4,0.48391878176767744,16,0.0,fasttext
4,0.5983535479072973,4,0.0,fasttext
4,0.8266056287079789,16,0.0,fasttext
4,0.9591848218571918,8,0.0,fasttext
4,0.5210249007692161,2,0.0,fasttext
4,0.4276060289564788,4,0.0,fasttext
4,0.3426992888621967,16,0.0,fasttext
4,0.8736204090265142,2,0.0,fasttext
4,0.8152694541473071,2,0.0,fasttext
4,0.8405643546796312,2,0.0,fasttext
4,0.8980560456406643,2,0.0,fasttext
4,0.4618777098194551,4,0.0,fasttext
4,0.7319184028169246,16,0.0,fasttext
4,0.6545956500943303,2,0.0,fasttext
4,0.15666032479268288,8,0.0,fasttext
4,0.7584887756170887,4,0.0,fasttext
4,0.9147971518766244,16,0.0,fasttext
4,0.7122923962819433,8,0.0,fasttext
4,0.7823142217752296,8,0.0,fasttext
4,0.6421692223719933,8,0.0,fasttext
4,0.5457347608961257,8,0.0,fasttext
4,0.6743936585599788,4,0.0,fasttext
4,0.36926605337004215,8,0.0,fasttext
4,0.9821349702741741,16,0.0,fasttext
4,0.5028690172258488,4,0.0,fasttext
4,0.4397328801601341,2,0.0,fasttext
4,0.7477713849631386,4,0.0,fasttext
4,0.40259802184286836,4,0.0,fasttext
4,0.2905335855115949,4,0.0,fasttext
4,0.3263357630873397,4,0.0,fasttext
4,0.31553990410558763,4,0.0,fasttext
4,0.3495719617420525,16,0.0,fasttext
4,0.6934081448184297,4,0.0,fasttext
4,0.6075397050666644,16,0.0,fasttext
4,0.6272022273409251,8,0.0,fasttext
4,0.5816810584043672,2,0.0,fasttext
4,0.8024873349705637,4,0.0,fasttext
4,0.47420467664058313,16,0.0,fasttext
4,0.8409405792627997,16,0.0,fasttext
4,0.38653234939652337,16,0.0,fasttext
4,0.5205821990761532,16,0.0,fasttext
4,0.5588721211961826,16,0.0,fasttext
4,0.8694358251978621,4,0.0,fasttext
4,0.4199208275771654,16,0.0,fasttext
4,0.7215792613771278,2,0.0,fasttext
4,0.4924757297819911,8,0.0,fasttext
