k,nc,umap_n_components,NMI,embedding
36,6,8,0.7676810544999377,word2vec
28,6,8,0.7300808398717625,word2vec
38,6,16,0.7604687559688136,word2vec
35,6,8,0.7707418817633612,word2vec
34,6,8,0.7694185063656224,word2vec
30,6,8,0.6974405907321894,word2vec
40,6,8,0.7592809676087294,word2vec
36,6,8,0.7676810544999377,word2vec
34,6,8,0.7694185063656224,word2vec
32,6,8,0.6974405907321894,word2vec
35,6,8,0.7707418817633612,word2vec
39,6,8,0.7591800930387583,word2vec
9,6,8,0.7407586078092989,word2vec
36,6,8,0.7676810544999377,word2vec
35,6,8,0.7707418817633612,word2vec
38,6,8,0.6866371841329337,word2vec
33,6,8,0.6974405907321894,word2vec
37,6,2,0.6985791707111254,word2vec
34,6,8,0.7694185063656224,word2vec
31,6,8,0.6979336471573917,word2vec
35,6,8,0.7707418817633612,word2vec
32,6,16,0.6848903746387032,word2vec
36,6,8,0.7676810544999377,word2vec
33,6,8,0.6974405907321894,word2vec
35,6,8,0.7707418817633612,word2vec
37,6,8,0.7529401641117268,word2vec
34,6,8,0.7694185063656224,word2vec
36,6,8,0.7676810544999377,word2vec
38,6,8,0.6866371841329337,word2vec
33,6,8,0.6974405907321894,word2vec
35,6,8,0.7707418817633612,word2vec
37,6,8,0.7529401641117268,word2vec
42,6,8,0.7628557570395451,word2vec
34,6,8,0.7694185063656224,word2vec
35,6,8,0.7707418817633612,word2vec
39,6,8,0.7591800930387583,word2vec
36,6,8,0.7676810544999377,word2vec
34,6,8,0.7694185063656224,word2vec
32,6,2,0.7262753806879525,word2vec
38,6,8,0.6866371841329337,word2vec
35,6,8,0.7707418817633612,word2vec
36,6,8,0.7676810544999377,word2vec
37,6,8,0.7529401641117268,word2vec
35,6,8,0.7707418817633612,word2vec
33,6,8,0.6974405907321894,word2vec
35,6,8,0.7707418817633612,word2vec
34,6,8,0.7694185063656224,word2vec
31,6,16,0.6844606172790755,word2vec
33,6,8,0.6974405907321894,word2vec
36,6,8,0.7676810544999377,word2vec
37,6,8,0.7529401641117268,word2vec
35,6,8,0.7707418817633612,word2vec
32,6,8,0.6974405907321894,word2vec
35,6,8,0.7707418817633612,word2vec
34,6,8,0.7694185063656224,word2vec
36,6,8,0.7676810544999377,word2vec
34,6,8,0.7694185063656224,word2vec
35,6,8,0.7707418817633612,word2vec
38,6,8,0.6866371841329337,word2vec
37,6,8,0.7529401641117268,word2vec
33,6,8,0.6974405907321894,word2vec
34,6,8,0.7694185063656224,word2vec
19,6,2,0.6414460675938025,word2vec
35,6,8,0.7707418817633612,word2vec
36,6,8,0.7676810544999377,word2vec
36,6,8,0.7676810544999377,word2vec
33,6,8,0.6974405907321894,word2vec
37,6,8,0.7529401641117268,word2vec
35,6,8,0.7707418817633612,word2vec
32,6,8,0.6974405907321894,word2vec
39,6,8,0.7591800930387583,word2vec
34,6,8,0.7694185063656224,word2vec
35,6,16,0.6848903746387032,word2vec
35,6,8,0.7707418817633612,word2vec
36,6,8,0.7676810544999377,word2vec
34,6,8,0.7694185063656224,word2vec
36,6,8,0.7676810544999377,word2vec
33,6,8,0.6974405907321894,word2vec
37,6,8,0.7529401641117268,word2vec
34,6,8,0.7694185063656224,word2vec
35,6,8,0.7707418817633612,word2vec
38,6,8,0.6866371841329337,word2vec
33,6,8,0.6974405907321894,word2vec
35,6,8,0.7707418817633612,word2vec
35,6,8,0.7707418817633612,word2vec
37,6,8,0.7529401641117268,word2vec
35,6,8,0.7707418817633612,word2vec
36,6,8,0.7676810544999377,word2vec
34,6,8,0.7694185063656224,word2vec
36,6,8,0.7676810544999377,word2vec
34,6,8,0.7694185063656224,word2vec
32,6,8,0.6974405907321894,word2vec
35,6,8,0.7707418817633612,word2vec
35,6,8,0.7707418817633612,word2vec
36,6,8,0.7676810544999377,word2vec
37,6,8,0.7529401641117268,word2vec
33,6,8,0.6974405907321894,word2vec
35,6,2,0.7271233136755352,word2vec
34,6,8,0.7694185063656224,word2vec
36,6,8,0.7676810544999377,word2vec
35,6,8,0.7707418817633612,word2vec
37,6,8,0.7529401641117268,word2vec
39,6,8,0.7279324823804962,tfidf
12,6,4,0.6691875297671243,tfidf
20,6,4,0.6910254801617938,tfidf
16,6,4,0.6691826781469314,tfidf
16,6,2,0.6694814003364665,tfidf
8,6,8,0.58495759997361,tfidf
48,6,2,0.7527374036353514,tfidf
30,6,2,0.6774261821229642,tfidf
28,6,8,0.6567749476985795,tfidf
50,6,4,0.7057986899320362,tfidf
50,6,16,0.6372057654487177,tfidf
39,6,8,0.7279324823804962,tfidf
40,6,2,0.7629563241690599,tfidf
40,6,2,0.7629563241690599,tfidf
38,6,2,0.7545382756902416,tfidf
34,6,2,0.7584726001259714,tfidf
44,6,16,0.7265320005468144,tfidf
23,6,2,0.6262002770962393,tfidf
43,6,2,0.7623819707261422,tfidf
35,6,2,0.7608837830085886,tfidf
32,6,16,0.6167076064031972,tfidf
44,6,2,0.7009822090905474,tfidf
41,6,2,0.7564573487671844,tfidf
45,6,2,0.7007153322057232,tfidf
36,6,2,0.7636984786678127,tfidf
25,6,2,0.5916289500794777,tfidf
35,6,2,0.7608837830085886,tfidf
37,6,2,0.7626110302199564,tfidf
31,6,16,0.6167076064031972,tfidf
41,6,8,0.727963585496233,tfidf
47,6,2,0.7537259870737322,tfidf
36,6,2,0.7636984786678127,tfidf
41,6,2,0.7564573487671844,tfidf
37,6,2,0.7626110302199564,tfidf
34,6,4,0.6166498050342871,tfidf
40,6,2,0.7629563241690599,tfidf
26,6,4,0.6051836513389818,tfidf
29,6,2,0.7146081720868488,tfidf
32,6,2,0.6754840610566717,tfidf
18,6,8,0.6548372681862764,tfidf
36,6,4,0.6848071308169331,tfidf
40,6,2,0.7629563241690599,tfidf
46,6,2,0.754745079857799,tfidf
42,6,2,0.7477704392325835,tfidf
5,6,2,0.5791660388206028,tfidf
38,6,2,0.7545382756902416,tfidf
48,6,2,0.7527374036353514,tfidf
12,6,16,0.5864417740048258,tfidf
40,6,8,0.7265581119286759,tfidf
39,6,2,0.7540452869968631,tfidf
33,6,2,0.6767089500800785,tfidf
43,6,2,0.7623819707261422,tfidf
39,6,2,0.7540452869968631,tfidf
36,6,2,0.7636984786678127,tfidf
36,6,2,0.7636984786678127,tfidf
30,6,2,0.6774261821229642,tfidf
36,6,2,0.7636984786678127,tfidf
36,6,4,0.6848071308169331,tfidf
28,6,16,0.6421933064483345,tfidf
34,6,2,0.7584726001259714,tfidf
32,6,2,0.6754840610566717,tfidf
37,6,2,0.7626110302199564,tfidf
35,6,2,0.7608837830085886,tfidf
38,6,2,0.7545382756902416,tfidf
42,6,2,0.7477704392325835,tfidf
36,6,8,0.6886406725191366,tfidf
44,6,2,0.7009822090905474,tfidf
23,6,2,0.6262002770962393,tfidf
33,6,2,0.6767089500800785,tfidf
31,6,16,0.6167076064031972,tfidf
38,6,2,0.7545382756902416,tfidf
41,6,2,0.7564573487671844,tfidf
40,6,2,0.7629563241690599,tfidf
35,6,2,0.7608837830085886,tfidf
37,6,2,0.7626110302199564,tfidf
43,6,2,0.7623819707261422,tfidf
45,6,4,0.7605194889252695,tfidf
39,6,2,0.7540452869968631,tfidf
33,6,2,0.6767089500800785,tfidf
36,6,8,0.6886406725191366,tfidf
42,6,2,0.7477704392325835,tfidf
40,6,2,0.7629563241690599,tfidf
39,6,2,0.7540452869968631,tfidf
41,6,2,0.7564573487671844,tfidf
34,6,2,0.7584726001259714,tfidf
37,6,2,0.7626110302199564,tfidf
49,6,2,0.754255956760031,tfidf
40,6,2,0.7629563241690599,tfidf
46,6,16,0.7075188433894823,tfidf
36,6,4,0.6848071308169331,tfidf
38,6,2,0.7545382756902416,tfidf
43,6,2,0.7623819707261422,tfidf
40,6,2,0.7629563241690599,tfidf
38,6,2,0.7545382756902416,tfidf
40,6,2,0.7629563241690599,tfidf
42,6,2,0.7477704392325835,tfidf
35,6,2,0.7608837830085886,tfidf
39,6,2,0.7540452869968631,tfidf
45,6,8,0.7376086329881868,tfidf
41,6,2,0.7564573487671844,tfidf
30,6,2,0.6774261821229642,tfidf
40,6,2,0.7629563241690599,tfidf
38,6,2,0.7545382756902416,tfidf
37,6,2,0.7626110302199564,tfidf
44,6,2,0.7009822090905474,tfidf
34,6,2,0.7584726001259714,tfidf
42,6,2,0.7477704392325835,tfidf
37,6,2,0.7626110302199564,tfidf
35,6,16,0.615124538191062,tfidf
40,6,2,0.7629563241690599,tfidf
43,6,2,0.7623819707261422,tfidf
39,6,2,0.7540452869968631,tfidf
41,6,2,0.7564573487671844,tfidf
40,6,2,0.7629563241690599,tfidf
36,6,2,0.7636984786678127,tfidf
33,6,4,0.6910254801617938,tfidf
34,6,2,0.7584726001259714,tfidf
36,6,2,0.7636984786678127,tfidf
36,6,2,0.7636984786678127,tfidf
32,6,2,0.6754840610566717,tfidf
36,6,8,0.6886406725191366,tfidf
36,6,2,0.7636984786678127,tfidf
36,6,2,0.7636984786678127,tfidf
35,6,2,0.7608837830085886,tfidf
31,6,2,0.7127195911462879,tfidf
36,6,2,0.7636984786678127,tfidf
36,6,2,0.7636984786678127,tfidf
36,6,2,0.7636984786678127,tfidf
36,6,2,0.7636984786678127,tfidf
33,6,2,0.6767089500800785,tfidf
35,6,2,0.7608837830085886,tfidf
36,6,2,0.7636984786678127,tfidf
36,6,2,0.7636984786678127,tfidf
37,6,2,0.7626110302199564,tfidf
34,6,2,0.7584726001259714,tfidf
32,6,2,0.6754840610566717,tfidf
36,6,2,0.7636984786678127,tfidf
34,6,2,0.7584726001259714,tfidf
37,6,2,0.7626110302199564,tfidf
35,6,2,0.7608837830085886,tfidf
38,6,16,0.7004489388563789,tfidf
36,6,2,0.7636984786678127,tfidf
33,6,2,0.6767089500800785,tfidf
35,6,2,0.7608837830085886,tfidf
37,6,2,0.7626110302199564,tfidf
38,6,2,0.7545382756902416,tfidf
36,6,4,0.6848071308169331,tfidf
34,6,2,0.7584726001259714,tfidf
37,6,2,0.7626110302199564,tfidf
36,6,2,0.7636984786678127,tfidf
35,6,2,0.7608837830085886,tfidf
36,6,2,0.7636984786678127,tfidf
37,6,2,0.7626110302199564,tfidf
36,6,2,0.7636984786678127,tfidf
34,6,2,0.7584726001259714,tfidf
38,6,2,0.7545382756902416,tfidf
35,6,8,0.6886406725191366,tfidf
12,6,2,0.6536691149066436,tfidf
33,6,2,0.6767089500800785,tfidf
36,6,2,0.7636984786678127,tfidf
38,6,2,0.7545382756902416,tfidf
36,6,2,0.7636984786678127,tfidf
36,6,2,0.7636984786678127,tfidf
35,6,2,0.7608837830085886,tfidf
37,6,2,0.7626110302199564,tfidf
34,6,2,0.7584726001259714,tfidf
39,6,2,0.7540452869968631,tfidf
38,6,2,0.7545382756902416,tfidf
37,6,2,0.7626110302199564,tfidf
35,6,2,0.7608837830085886,tfidf
33,6,16,0.6175120887167959,tfidf
36,6,2,0.7636984786678127,tfidf
34,6,2,0.7584726001259714,tfidf
36,6,2,0.7636984786678127,tfidf
37,6,2,0.7626110302199564,tfidf
35,6,2,0.7608837830085886,tfidf
38,6,2,0.7545382756902416,tfidf
22,6,4,0.6910254801617938,tfidf
39,6,2,0.7540452869968631,tfidf
32,6,2,0.6754840610566717,tfidf
37,6,2,0.7626110302199564,tfidf
36,6,2,0.7636984786678127,tfidf
36,6,2,0.7636984786678127,tfidf
35,6,2,0.7608837830085886,tfidf
36,6,2,0.7636984786678127,tfidf
34,6,2,0.7584726001259714,tfidf
37,6,2,0.7626110302199564,tfidf
35,6,2,0.7608837830085886,tfidf
36,6,8,0.6886406725191366,tfidf
38,6,2,0.7545382756902416,tfidf
34,6,2,0.7584726001259714,tfidf
36,6,2,0.7636984786678127,tfidf
35,6,2,0.7608837830085886,tfidf
37,6,2,0.7626110302199564,tfidf
36,6,2,0.7636984786678127,tfidf
37,6,2,0.7626110302199564,tfidf
15,6,2,0.7209058528632705,tfidf
38,6,2,0.7545382756902416,tfidf
36,6,2,0.7636984786678127,tfidf
35,6,2,0.7608837830085886,tfidf
13,6,8,0.7500345753890809,fasttext
46,6,8,0.8190898726090574,fasttext
22,6,16,0.7501406185828564,fasttext
47,6,16,0.8341486676438796,fasttext
33,6,16,0.7501406185828564,fasttext
13,6,8,0.7500345753890809,fasttext
39,6,8,0.8235962985635022,fasttext
22,6,8,0.750035066745201,fasttext
6,6,8,0.7503175732903581,fasttext
7,6,16,0.7503175732903581,fasttext
48,6,2,0.7767480088614035,fasttext
39,6,4,0.832395987311599,fasttext
40,6,4,0.8323628589750116,fasttext
39,6,4,0.832395987311599,fasttext
50,6,4,0.8140026386065987,fasttext
31,6,2,0.7722151614114469,fasttext
43,6,4,0.8323628589750116,fasttext
35,6,16,0.8355599382909094,fasttext
33,6,16,0.7501406185828564,fasttext
22,6,16,0.7501406185828564,fasttext
28,6,16,0.7501406185828564,fasttext
36,6,16,0.8362278335065569,fasttext
36,6,16,0.8362278335065569,fasttext
35,6,16,0.8355599382909094,fasttext
27,6,16,0.7501406185828564,fasttext
36,6,16,0.8362278335065569,fasttext
28,6,2,0.7899341702277286,fasttext
43,6,16,0.8341486676438798,fasttext
36,6,16,0.8362278335065569,fasttext
43,6,16,0.8341486676438798,fasttext
26,6,16,0.7501406185828564,fasttext
36,6,16,0.8362278335065569,fasttext
30,6,16,0.7501406185828564,fasttext
37,6,16,0.8354824017403321,fasttext
42,6,16,0.8341486676438796,fasttext
32,6,16,0.7501406185828564,fasttext
45,6,2,0.7851107521256617,fasttext
25,6,16,0.7501406185828564,fasttext
37,6,16,0.8354824017403321,fasttext
35,6,8,0.8310232271687981,fasttext
19,6,16,0.7429985938879358,fasttext
37,6,16,0.8354824017403321,fasttext
34,6,16,0.7501406185828564,fasttext
41,6,16,0.8334432725689187,fasttext
37,6,8,0.8340615330994793,fasttext
31,6,16,0.7501406185828564,fasttext
46,6,16,0.8341486676438798,fasttext
39,6,2,0.7870593716255728,fasttext
30,6,16,0.7501406185828564,fasttext
17,6,8,0.750035066745201,fasttext
33,6,4,0.828158572229186,fasttext
35,6,16,0.8355599382909094,fasttext
38,6,16,0.8327453434244818,fasttext
35,6,16,0.8355599382909094,fasttext
40,6,16,0.8334432725689187,fasttext
36,6,16,0.8362278335065569,fasttext
41,6,16,0.8334432725689187,fasttext
33,6,4,0.828158572229186,fasttext
45,6,16,0.8341486676438796,fasttext
29,6,2,0.7817260223543021,fasttext
24,6,16,0.7938858736695236,fasttext
36,6,16,0.8362278335065569,fasttext
36,6,16,0.8362278335065569,fasttext
32,6,16,0.7501406185828564,fasttext
38,6,16,0.8327453434244818,fasttext
9,6,16,0.7503175732903581,fasttext
40,6,16,0.8334432725689187,fasttext
34,6,16,0.7501406185828564,fasttext
31,6,8,0.7501722883551282,fasttext
49,6,16,0.7761194231386371,fasttext
42,6,4,0.8323628589750116,fasttext
37,6,16,0.8354824017403321,fasttext
36,6,16,0.8362278335065569,fasttext
35,6,16,0.8355599382909094,fasttext
39,6,16,0.8327453434244818,fasttext
36,6,16,0.8362278335065569,fasttext
32,6,16,0.7501406185828564,fasttext
36,6,2,0.7760459946499776,fasttext
34,6,16,0.7501406185828564,fasttext
44,6,16,0.8341486676438796,fasttext
38,6,16,0.8327453434244818,fasttext
36,6,16,0.8362278335065569,fasttext
33,6,16,0.7501406185828564,fasttext
40,6,16,0.8334432725689187,fasttext
38,6,16,0.8327453434244818,fasttext
36,6,16,0.8362278335065569,fasttext
34,6,16,0.7501406185828564,fasttext
41,6,8,0.7861510465378224,fasttext
30,6,16,0.7501406185828564,fasttext
39,6,16,0.8327453434244818,fasttext
37,6,4,0.8316522745486828,fasttext
36,6,16,0.8362278335065569,fasttext
33,6,16,0.7501406185828564,fasttext
36,6,16,0.8362278335065569,fasttext
34,6,16,0.7501406185828564,fasttext
38,6,16,0.8327453434244818,fasttext
32,6,2,0.7734809904735693,fasttext
35,6,16,0.8355599382909094,fasttext
29,6,16,0.7501406185828564,fasttext
37,6,16,0.8354824017403321,fasttext
42,6,16,0.8341486676438796,fasttext
36,6,16,0.8362278335065569,fasttext
36,6,16,0.8362278335065569,fasttext
38,6,16,0.8327453434244818,fasttext
40,6,16,0.8334432725689187,fasttext
39,6,16,0.8327453434244818,fasttext
